Name,Name_Identifier,Platform,Platform_Identifier,Year_of_Release,Genre,Genre_Identifier,Publisher,Publisher_Identifier,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Developer_Identifier,Rating,Rating_Identifier,Sales_Category,Sales_Category_Identifier
God of War III,937,PS3,14,2010,Action,1,Sony Computer Entertainment,34,2.74,1.33,0.12,0.61,4.8,92,101,8.7,2633,SCE Santa Monica,194,M,2,HIGH,3
Crash Team Racing,440,PS,8,1999,Racing,5,Sony Computer Entertainment,34,2.57,1.57,0.44,0.21,4.79,88,20,9,233,Naughty Dog,12,E,1,HIGH,3
LEGO Star Wars: The Complete Saga,506,DS,11,2007,Action,1,LucasArts,37,2.83,1.48,0,0.45,4.76,80,9,5.4,46,TT Fusion,986,E,1,HIGH,3
Driver 2,3286,PS,8,2000,Action,1,Atari,229,2.36,2.1,0.02,0.25,4.73,62,14,7.7,92,Reflections Interactive,800,T,0,HIGH,3
Batman: Arkham City,2251,X360,15,2011,Action,1,Warner Bros. Interactive Entertainment,69,2.99,1.27,0.04,0.42,4.73,94,87,8.7,1472,Rocksteady Studios,380,T,0,HIGH,3
Tony Hawk's Pro Skater 2,301,PS,8,2000,Sports,2,Activision,176,3.05,1.41,0.02,0.2,4.68,98,19,7.7,299,Neversoft Entertainment,641,T,0,HIGH,3
The Lord of the Rings: The Two Towers,1349,PS2,13,2002,Action,1,Electronic Arts,126,1.94,1.95,0.08,0.7,4.67,82,32,8.2,78,Stormfront Studios,10,T,0,HIGH,3
Tomb Raider,875,PS,8,1996,Action,1,Eidos Interactive,259,2.29,1.97,0.13,0.24,4.63,91,13,8.6,147,Core Design Ltd.,559,T,0,HIGH,3
Animal Crossing: City Folk,733,Wii,7,2008,Simulation,9,Nintendo,156,1.82,1.12,1.32,0.36,4.62,73,50,7.6,119,Nintendo,1264,E,1,HIGH,3
Uncharted: The Nathan Drake Collection,2519,PS4,3,2015,Action,1,Sony Computer Entertainment,34,2.07,1.71,0.08,0.76,4.62,86,78,8.1,1264,Bluepoint Games,630,T,0,HIGH,3
The Legend of Zelda: The Wind Waker,3565,GC,4,2002,Action,1,Nintendo,156,2.6,0.99,0.89,0.13,4.6,96,80,8.9,968,Nintendo,1264,E,1,HIGH,3
Guitar Hero III: Legends of Rock,1102,Wii,7,2007,Misc,7,Activision,176,3.04,1.11,0,0.43,4.6,86,36,8.4,87,Vicarious Visions,312,T,0,HIGH,3
Luigi's Mansion: Dark Moon,2386,3DS,16,2013,Action,1,Nintendo,156,1.8,1.39,1.11,0.29,4.59,86,74,8.4,458,Next Level Games,299,E,1,HIGH,3
Forza Motorsport 4,459,X360,15,2011,Racing,5,Microsoft Game Studios,14,2.08,1.97,0.06,0.46,4.57,91,83,8.2,617,Turn 10,1008,E,1,HIGH,3
Madden NFL 2005,308,PS2,13,2004,Sports,2,Electronic Arts,126,4.18,0.26,0.01,0.08,4.53,91,30,7.9,78,EA Tiburon,397,E,1,HIGH,3
Guitar Hero III: Legends of Rock,1102,X360,15,2007,Misc,7,Activision,176,3.19,0.91,0.01,0.42,4.53,85,69,7.9,165,Neversoft Entertainment,641,T,0,HIGH,3
Madden NFL 07,4101,PS2,13,2006,Sports,2,Electronic Arts,126,3.63,0.24,0.01,0.61,4.49,84,29,8.2,39,EA Sports,856,E,1,HIGH,3
Halo 5: Guardians,133,XOne,5,2015,Shooter,3,Microsoft Game Studios,14,2.78,1.27,0.03,0.41,4.48,84,101,6.4,2438,343 Industries,919,T,0,HIGH,3
Spider-Man: The Movie,757,PS2,13,2002,Action,1,Activision,176,2.71,1.51,0.03,0.23,4.48,76,25,7.9,41,Treyarch,1245,E,1,HIGH,3
Call of Duty: Infinite Warfare,672,PS4,3,2016,Shooter,3,Activision,176,1.61,2,0.15,0.71,4.46,77,82,3.4,1129,Infinity Ward,975,M,2,HIGH,3
God of War,2167,PS2,13,2005,Action,1,Sony Computer Entertainment,34,2.71,1.29,0.02,0.43,4.45,94,75,8.9,997,SCE Santa Monica,194,M,2,HIGH,3
Splatoon,977,WiiU,9,2015,Shooter,3,Nintendo,156,1.54,1.18,1.46,0.26,4.43,81,88,8.5,1184,Nintendo,1264,E10+,3,HIGH,3
Nintendo Land,94,WiiU,9,2012,Misc,7,Nintendo,156,2.52,1.11,0.46,0.33,4.42,77,61,7.9,471,Nintendo,1264,E10+,3,HIGH,3
Tony Hawk's Pro Skater 3,2043,PS2,13,2001,Sports,2,Activision,176,2.66,1.29,0.01,0.46,4.41,97,34,7.5,298,Neversoft Entertainment,641,T,0,HIGH,3
Winning Eleven: Pro Evolution Soccer 2007,3186,PS2,13,2006,Sports,2,Konami Digital Entertainment,22,0.1,2.39,1.05,0.86,4.39,86,19,8.9,33,Konami,489,E,1,HIGH,3
The Elder Scrolls IV: Oblivion,475,X360,15,2006,Role-Playing,4,Take Two Interactive,21,2.82,1.03,0.13,0.4,4.38,94,90,8.7,1109,Bethesda Softworks,307,M,2,HIGH,3
Need for Speed: Most Wanted,1728,PS2,13,2005,Racing,5,Electronic Arts,126,2.03,1.79,0.08,0.47,4.37,82,36,9.1,137,EA Canada,538,T,0,HIGH,3
Michael Jackson: The Experience,2292,Wii,7,2010,Misc,7,Ubisoft,168,2.64,1.33,0.01,0.39,4.36,56,37,8.3,31,Ubisoft Paris Ubisoft Montpellier,381,E10+,3,HIGH,3
Resistance: Fall of Man,3196,PS3,14,2006,Shooter,3,Sony Computer Entertainment,34,1.74,1.72,0.14,0.75,4.34,86,70,8.1,715,Insomniac Games,567,M,2,HIGH,3
Kingdom Hearts II,2382,PS2,13,2005,Role-Playing,4,Square Enix,127,2.2,0.58,1.38,0.17,4.33,87,64,9,766,Square Enix,921,E10+,3,HIGH,3
Super Mario 3D World,1745,WiiU,9,2013,Platform,6,Nintendo,156,2.11,1.16,0.73,0.32,4.32,93,83,9,1607,Nintendo,1264,E,1,HIGH,3
Fable II,1149,X360,15,2008,Role-Playing,4,Microsoft Game Studios,14,2.51,1.24,0.11,0.41,4.27,89,95,6.5,2423,Lionhead Studios,925,M,2,HIGH,3
Namco Museum,2546,GBA,6,2001,Misc,7,Namco Bandai Games,0,3,1.11,0.05,0.07,4.24,79,10,7.3,6,Mass Media,1170,E,1,HIGH,3
Batman: Arkham Asylum,4093,PS3,14,2009,Action,1,Eidos Interactive,259,2.24,1.31,0.07,0.61,4.23,91,70,8.9,1122,Rocksteady Studios,380,T,0,HIGH,3
Metal Gear Solid 3: Snake Eater,2829,PS2,13,2004,Action,1,Konami Digital Entertainment,22,1.46,0,0.83,1.93,4.23,91,68,9.3,955,KCEJ,636,M,2,HIGH,3
Assassin's Creed: Revelations,2722,PS3,14,2011,Action,1,Ubisoft,168,1.41,2.01,0.1,0.7,4.22,80,39,7.5,613,Ubisoft Montreal,164,M,2,HIGH,3
Fallout 4,616,XOne,5,2015,Role-Playing,4,Bethesda Softworks,189,2.51,1.32,0.01,0.38,4.22,88,39,6.2,1749,Bethesda Game Studios,121,M,2,HIGH,3
FIFA 14,3173,X360,15,2013,Sports,2,Electronic Arts,126,0.92,2.89,0.01,0.4,4.22,84,41,4.2,435,EA Canada,538,E,1,HIGH,3
Daxter,3734,PSP,1,2006,Platform,6,Sony Computer Entertainment,34,2.45,1.01,0,0.75,4.21,85,59,8.7,109,Ready at Dawn,596,E10+,3,HIGH,3
FIFA Soccer 06,788,PS2,13,2005,Sports,2,Electronic Arts,126,0.78,2.55,0.04,0.84,4.21,80,32,7.8,47,EA Canada,538,E,1,HIGH,3
EyeToy Play,962,PS2,13,2003,Misc,7,Sony Computer Entertainment,34,0.88,2.3,0.2,0.83,4.2,80,32,7.5,22,SCEE Zoe Mode,575,E,1,HIGH,3
Gran Turismo 5 Prologue,3192,PS3,14,2007,Racing,5,Sony Computer Entertainment,34,1.28,1.82,0.57,0.52,4.19,80,67,7.1,120,Polyphony Digital,550,E,1,HIGH,3
Assassin's Creed: Revelations,2722,X360,15,2011,Action,1,Ubisoft,168,2.25,1.47,0.04,0.43,4.19,80,77,7.2,564,Ubisoft Montreal,164,M,2,HIGH,3
Street Fighter IV,4162,PS3,14,2009,Fighting,8,Capcom,261,2.03,1.04,0.58,0.52,4.16,94,61,7.3,330,Capcom,63,T,0,HIGH,3
Madden NFL 2003,1445,PS2,13,2002,Sports,2,Electronic Arts,126,3.36,0.21,0.01,0.56,4.14,95,25,7.7,65,EA Sports,856,E,1,HIGH,3
Half-Life,1322,PC,0,1997,Shooter,3,Vivendi Games,245,4.03,0,0.09,0,4.12,96,24,9.1,3161,Valve Software,798,M,2,HIGH,3
World of Warcraft: The Burning Crusade,3708,PC,0,2007,Role-Playing,4,Activision,176,2.57,1.52,0,0,4.09,91,46,7.9,785,Blizzard Entertainment,599,T,0,HIGH,3
Battlefield 1,2138,PS4,3,2016,Shooter,3,Electronic Arts,126,1.1,2.15,0.21,0.61,4.08,88,31,8.4,809,EA DICE,122,M,2,HIGH,3
God of War II,2610,PS2,13,2007,Action,1,Sony Computer Entertainment,34,2.32,0.04,0.04,1.67,4.07,93,70,8.9,709,SCE Santa Monica,194,M,2,HIGH,3
Fallout: New Vegas,3620,X360,15,2010,Role-Playing,4,Bethesda Softworks,189,2.66,1.03,0.04,0.33,4.05,84,81,8.1,769,Obsidian Entertainment,693,M,2,HIGH,3
Forza Motorsport 2,2673,X360,15,2007,Racing,5,Microsoft Game Studios,14,2.35,1.27,0.03,0.41,4.05,90,66,8.3,381,Turn 10,1008,E,1,HIGH,3
Carnival Games,1760,Wii,7,2007,Misc,7,Take Two Interactive,21,2.12,1.47,0.05,0.42,4.05,56,27,6,44,Cat Daddy Games,1105,E,1,HIGH,3
Watch Dogs,1281,PS4,3,2014,Action,1,Ubisoft,168,1.4,1.9,0.11,0.64,4.05,80,80,6.3,2996,Ubisoft Montreal,164,M,2,HIGH,3
Tekken Tag Tournament,3750,PS2,13,2000,Fighting,8,Namco Bandai Games,0,1.68,1.51,0.51,0.35,4.05,85,25,8.5,117,Namco,1098,T,0,HIGH,3
Far Cry 4,846,PS4,3,2014,Shooter,3,Ubisoft,168,1.13,2.18,0.1,0.63,4.04,85,83,7.7,1653,Ubisoft Montreal,164,M,2,HIGH,3
Left 4 Dead 2,3999,X360,15,2009,Shooter,3,Electronic Arts,126,2.67,0.87,0.05,0.38,3.97,89,76,8.6,681,Valve Software,798,M,2,HIGH,3
The Witcher 3: Wild Hunt,1310,PS4,3,2015,Role-Playing,4,Namco Bandai Games,0,1.02,2.13,0.23,0.59,3.97,92,79,9.2,10179,CD Projekt Red Studio,763,M,2,HIGH,3
Assassin's Creed: Unity,3259,PS4,3,2014,Action,1,Ubisoft,168,1.19,2.07,0.08,0.62,3.96,70,40,4.9,2050,Ubisoft Ubisoft Montreal,774,M,2,HIGH,3
Batman: Arkham Knight,4250,PS4,3,2015,Action,1,Warner Bros. Interactive Entertainment,69,1.53,1.69,0.1,0.64,3.95,87,89,7.6,2679,Rocksteady Studios,380,M,2,HIGH,3
The Legend of Zelda: Skyward Sword,2884,Wii,7,2011,Action,1,Nintendo,156,2.03,1.16,0.37,0.38,3.95,93,81,8,1958,Nintendo,1264,E10+,3,HIGH,3
Fallout 3,2557,PS3,14,2008,Role-Playing,4,Bethesda Softworks,189,2.15,1.13,0.07,0.59,3.94,90,57,8,910,Bethesda Game Studios,121,M,2,HIGH,3
Professor Layton and the Diabolical Box,1742,DS,11,2007,Puzzle,12,Nintendo,156,0.9,1.76,0.92,0.37,3.94,84,65,8.8,72,Level 5,968,E10+,3,HIGH,3
EA Sports Active,3812,Wii,7,2009,Sports,2,Electronic Arts,126,2.09,1.35,0.06,0.4,3.9,81,27,8.7,39,EA Canada,538,E,1,HIGH,3
Tony Hawk's Underground,3185,PS2,13,2003,Sports,2,Activision,176,2.29,1.17,0.01,0.42,3.9,90,38,8.7,121,Neversoft Entertainment,641,T,0,HIGH,3
Monster Hunter 4 Ultimate,3956,3DS,16,2014,Role-Playing,4,Nintendo,156,0.68,0.48,2.62,0.11,3.89,86,80,8.7,348,Capcom,63,T,0,HIGH,3
The Elder Scrolls V: Skyrim,2906,PC,0,2011,Role-Playing,4,Bethesda Softworks,189,1.16,2.12,0,0.6,3.88,94,32,8.1,9073,Bethesda Game Studios,121,M,2,HIGH,3
NBA 2K16,113,PS4,3,2015,Sports,2,Take Two Interactive,21,2.49,0.66,0.03,0.69,3.88,87,51,6.7,364,Visual Concepts,261,E10+,3,HIGH,3
Tekken 5,559,PS2,13,2005,Fighting,8,Namco Bandai Games,0,0.93,1.94,0.31,0.7,3.87,88,62,8.6,229,Namco,1098,T,0,HIGH,3
MotorStorm,4106,PS3,14,2006,Racing,5,Sony Computer Entertainment,34,1.53,1.6,0.06,0.67,3.87,84,9,7.4,220,Evolution Studios,634,T,0,HIGH,3
World Soccer Winning Eleven 8 International,947,PS2,13,2004,Sports,2,Konami Digital Entertainment,22,0.16,1.89,1.12,0.68,3.85,91,26,9.1,38,KCET,256,E,1,HIGH,3
Sports Champions,2309,PS3,14,2010,Sports,2,Sony Computer Entertainment,34,2.13,1.12,0.1,0.5,3.84,76,64,7.9,104,SCEA Zindagi Games,1227,E10+,3,HIGH,3
Call of Duty: Ghosts,1698,PS4,3,2013,Shooter,3,Activision,176,1.78,1.43,0.05,0.57,3.83,78,49,3.7,1564,Infinity Ward,975,M,2,HIGH,3
Flash Focus: Vision Training in Minutes a Day,613,DS,11,2007,Misc,7,Nintendo,156,0.86,1.56,1.05,0.35,3.83,59,22,4,4,Nintendo Namco Bandai Games,1280,E,1,HIGH,3
Tom Clancy's The Division,429,PS4,3,2016,Shooter,3,Ubisoft,168,1.35,1.7,0.15,0.6,3.8,80,64,7,2219,Massive Entertainment,970,M,2,HIGH,3
Big Brain Academy: Wii Degree,445,Wii,7,2007,Misc,7,Nintendo,156,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,Nintendo,1264,E,1,HIGH,3
LEGO Indiana Jones: The Original Adventures,3839,X360,15,2008,Action,1,Activision,176,2.4,1.01,0,0.36,3.76,77,60,7.5,66,Traveller's Tales,179,E10+,3,HIGH,3
The Sims: Unleashed,4023,PC,0,2002,Simulation,9,Electronic Arts,126,2.03,1.56,0,0.17,3.76,79,21,8,29,Maxis,178,T,0,HIGH,3
Harry Potter and the Sorcerer's Stone,863,PS,8,2001,Action,1,Electronic Arts,126,1.37,2,0.14,0.22,3.73,64,11,7.5,41,Argonaut Games,504,E,1,HIGH,3
Super Paper Mario,1855,Wii,7,2007,Platform,6,Nintendo,156,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417,Intelligent Systems,1024,E,1,HIGH,3
Spyro: Year of the Dragon,3668,PS,8,2000,Platform,6,Sony Computer Entertainment,34,1.93,1.58,0,0.19,3.71,91,15,8.8,207,Insomniac Games,567,E,1,HIGH,3
Assassin's Creed IV: Black Flag,2692,PS3,14,2013,Action,1,Ubisoft,168,1.33,1.68,0.13,0.57,3.71,88,36,8.1,840,Ubisoft,855,M,2,HIGH,3
FIFA Soccer 2005,1116,PS2,13,2004,Sports,2,Electronic Arts,126,0.58,2.48,0.04,0.59,3.7,81,27,7.6,56,EA Canada,538,E,1,HIGH,3
Tony Hawk's Pro Skater 4,1169,PS2,13,2002,Sports,2,Activision,176,2.13,1.18,0.01,0.35,3.67,94,27,8.5,128,Neversoft Entertainment,641,T,0,HIGH,3
MySims,1650,DS,11,2007,Simulation,9,Electronic Arts,126,1.58,1.59,0.08,0.41,3.66,67,15,7.3,13,TOSE,155,E,1,HIGH,3
Midnight Club 3: DUB Edition,3864,PSP,1,2005,Racing,5,Take Two Interactive,21,1.65,1.21,0,0.79,3.65,74,34,8.4,31,Rockstar Leeds,787,E10+,3,HIGH,3
SOCOM: U.S. Navy SEALs,431,PS2,13,2002,Shooter,3,Sony Computer Entertainment,34,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82,Zipper Interactive,289,M,2,HIGH,3
Jak and Daxter: The Precursor Legacy,2907,PS2,13,2001,Platform,6,Sony Computer Entertainment,34,2.08,1.09,0.15,0.33,3.64,90,35,8.7,312,Naughty Dog,12,E,1,HIGH,3
Pro Evolution Soccer 2008,2920,PS2,13,2007,Sports,2,Konami Digital Entertainment,22,0.05,0,0.64,2.93,3.63,82,10,7.9,38,Konami,489,E,1,HIGH,3
Resident Evil 4,4014,PS2,13,2005,Action,1,Capcom,261,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1013,Capcom,63,M,2,HIGH,3
Guitar Hero: World Tour,819,Wii,7,2008,Misc,7,Activision,176,2.32,0.96,0,0.34,3.62,86,18,7.6,71,Vicarious Visions,312,T,0,HIGH,3
FIFA Soccer 10,1045,PS3,14,2009,Sports,2,Electronic Arts,126,0.6,2.45,0.05,0.52,3.62,91,56,7.6,203,EA Sports,856,E,1,HIGH,3
Star Wars: Battlefront,3105,PS2,13,2004,Shooter,3,LucasArts,37,1.93,1.22,0.03,0.44,3.61,82,36,8.7,142,Pandemic Studios,517,T,0,HIGH,3
The Simpsons: Road Rage,2210,PS2,13,2001,Racing,5,Electronic Arts,126,2.02,1.17,0,0.42,3.61,64,23,7.7,32,Fox Interactive,1195,T,0,HIGH,3
Luigi's Mansion,867,GC,4,2001,Action,1,Nintendo,156,2.38,0.67,0.46,0.1,3.6,78,34,8.5,161,Nintendo,1264,E,1,HIGH,3
Battlefield 4,2423,PS4,3,2013,Shooter,3,Electronic Arts,126,1.35,1.55,0.17,0.51,3.59,85,18,6.9,1580,EA DICE,122,M,2,HIGH,3
Star Wars: Battlefront II,3707,PS2,13,2005,Shooter,3,LucasArts,37,2.18,1.02,0.03,0.37,3.59,84,30,9,268,Pandemic Studios,517,T,0,HIGH,3
Cooking Mama 2: Dinner With Friends,1954,DS,11,2007,Simulation,9,505 Games,25,1.6,1.49,0.1,0.39,3.58,70,39,8,9,Office Create,106,E,1,HIGH,3
Grand Theft Auto: Liberty City Stories,165,PS2,13,2006,Action,1,Take Two Interactive,21,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112,Rockstar Leeds,787,M,2,HIGH,3
The Getaway,3440,PS2,13,2002,Action,1,Sony Computer Entertainment,34,1.23,1.77,0.05,0.49,3.54,72,49,6.8,88,Team Soho,377,M,2,HIGH,3
James Bond 007: Agent Under Fire,1307,PS2,13,2001,Shooter,3,Electronic Arts,126,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,EA Redwood Shores,839,T,0,HIGH,3
FIFA Soccer 11,3317,X360,15,2010,Sports,2,Electronic Arts,126,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,EA Sports,856,E,1,HIGH,3
Left 4 Dead,2268,X360,15,2008,Shooter,3,Electronic Arts,126,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,Certain Affinity,771,M,2,HIGH,3
Assassin's Creed: Unity,3259,XOne,5,2014,Action,1,Ubisoft,168,2.27,0.9,0,0.33,3.5,72,59,4.1,1005,Ubisoft Ubisoft Montreal,774,M,2,HIGH,3
Resident Evil 5,3851,X360,15,2009,Action,1,Capcom,261,2.11,0.93,0.12,0.34,3.5,83,91,7.5,523,Capcom,63,M,2,HIGH,3
Assassin's Creed: Brotherhood,3493,X360,15,2010,Action,1,Ubisoft,168,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693,Ubisoft Montreal,164,M,2,HIGH,3
FIFA Soccer 2004,2261,PS2,13,2004,Sports,2,Electronic Arts,126,0.59,2.36,0.04,0.51,3.49,84,20,6.4,76,EA Canada,538,E,1,HIGH,3
Battlefield 4,2423,PS3,14,2013,Shooter,3,Electronic Arts,126,1.3,1.42,0.27,0.5,3.49,80,14,5.8,579,EA DICE,122,M,2,HIGH,3
Batman: Arkham Asylum,4093,X360,15,2009,Action,1,Eidos Interactive,259,2.2,0.95,0.02,0.31,3.48,92,78,8.7,1080,Rocksteady Studios,380,T,0,HIGH,3
Battlefield 4,2423,X360,15,2013,Shooter,3,Electronic Arts,126,2.15,1.01,0.02,0.31,3.48,79,21,5.6,542,EA DICE,122,M,2,HIGH,3
Battlefield: Bad Company 2,2329,X360,15,2010,Shooter,3,Electronic Arts,126,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,EA DICE,122,M,2,HIGH,3
Guitar Hero: On Tour,2711,DS,11,2008,Misc,7,Activision,176,2.1,1.01,0.01,0.35,3.46,71,70,8.8,29,Vicarious Visions,312,E10+,3,HIGH,3
Clubhouse Games,2662,DS,11,2006,Misc,7,Nintendo,156,0.59,1.79,0.73,0.34,3.45,83,30,8.4,28,Agenda,1015,E,1,HIGH,3
Borderlands,3437,X360,15,2009,Shooter,3,Take Two Interactive,21,2.4,0.71,0.03,0.29,3.44,84,83,8.2,715,Gearbox Software,863,M,2,HIGH,3
Tekken 4,1088,PS2,13,2002,Fighting,8,Namco Bandai Games,0,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126,Namco,1098,T,0,HIGH,3
Grand Theft Auto 2,1849,PS,8,1998,Action,1,Take Two Interactive,21,1.13,2.07,0,0.22,3.42,70,15,8,67,DMA Design,610,T,0,HIGH,3
Metal Gear Solid V: The Phantom Pain,1658,PS4,3,2015,Action,1,Konami Digital Entertainment,22,1.09,1.36,0.49,0.48,3.41,93,86,8.2,3943,Kojima Productions Moby Dick Studio,930,M,2,HIGH,3
Spider-Man 2,570,PS2,13,2004,Action,1,Activision,176,1.75,1.2,0.02,0.43,3.41,80,50,8.9,106,Treyarch,1245,T,0,HIGH,3
FIFA Soccer 2003,1518,PS2,13,2002,Sports,2,Electronic Arts,126,0.46,2.28,0.05,0.61,3.4,88,15,6.7,35,EA Canada,538,E,1,HIGH,3
LittleBigPlanet 2,3364,PS3,14,2011,Platform,6,Sony Computer Entertainment,34,1.83,1.05,0.06,0.46,3.39,91,86,8.4,657,Media Molecule,724,E,1,HIGH,3
Crash Bash,1639,PS,8,2000,Misc,7,Sony Computer Entertainment,34,1.56,1.47,0.19,0.17,3.39,68,12,8.2,99,Eurocom Entertainment Software,166,E,1,HIGH,3
Assassin's Creed Syndicate,128,PS4,3,2015,Action,1,Ubisoft,168,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319,Ubisoft Quebec,1213,M,2,HIGH,3
LEGO Batman: The Videogame,3046,X360,15,2008,Action,1,Warner Bros. Interactive Entertainment,69,2.04,1.02,0,0.32,3.38,76,49,7.9,75,Traveller's Tales,179,E10+,3,HIGH,3
Destiny,449,XOne,5,2014,Shooter,3,Activision,176,2.14,0.92,0,0.31,3.37,75,11,5.5,1735,Bungie Software Bungie,1250,T,0,HIGH,3
Far Cry 3,1388,PS3,14,2012,Shooter,3,Ubisoft,168,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1041,Ubisoft Montreal,164,M,2,HIGH,3
James Bond 007: Nightfire,1963,PS2,13,2002,Shooter,3,Electronic Arts,126,1.45,1.29,0.12,0.46,3.33,77,20,8.5,66,Eurocom Entertainment Software,166,T,0,HIGH,3
Star Wars Episode III: Revenge of the Sith,2908,PS2,13,2005,Action,1,LucasArts,37,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82,Double Helix Games,524,T,0,HIGH,3
The Legend of Zelda: Spirit Tracks,994,DS,11,2009,Action,1,Nintendo,156,1.4,0.91,0.74,0.26,3.31,87,75,7.8,228,Nintendo,1264,E10+,3,HIGH,3
Max Payne,1584,PS2,13,2001,Shooter,3,Take Two Interactive,21,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,Rockstar Toronto,720,M,2,HIGH,3
Assassin's Creed IV: Black Flag,2692,X360,15,2013,Action,1,Ubisoft,168,1.9,1.11,0.01,0.29,3.3,86,35,7.9,701,Ubisoft,855,M,2,HIGH,3
The Lord of the Rings: The Return of the King,4172,PS2,13,2003,Action,1,Electronic Arts,126,1.5,1.28,0.05,0.46,3.28,85,31,8.7,105,EA Games,527,T,0,HIGH,3
Gears of War: Ultimate Edition,4272,XOne,5,2015,Shooter,3,Microsoft Game Studios,14,2.61,0.33,0,0.34,3.28,82,74,7.5,563,Splash Damage The Coalition,193,M,2,HIGH,3
True Crime: Streets of LA,3796,PS2,13,2003,Action,1,Activision,176,1.89,1.05,0.02,0.31,3.27,77,39,8,94,Luxoflux Inc.,81,M,2,HIGH,3
Professor Layton and the Unwound Future,1690,DS,11,2008,Puzzle,12,Nintendo,156,0.6,1.57,0.82,0.27,3.26,86,62,9.2,111,Level 5,968,E10+,3,HIGH,3
FIFA 16,4226,XOne,5,2015,Sports,2,Electronic Arts,126,0.89,2.12,0,0.24,3.25,84,45,4.4,459,EA Sports,856,E,1,HIGH,3
Wii Music,3962,Wii,7,2008,Misc,7,Nintendo,156,1.35,1.11,0.46,0.32,3.25,63,43,4.6,116,Nintendo,1264,E,1,HIGH,3
Madden NFL 16,1441,PS4,3,2015,Sports,2,Electronic Arts,126,2.34,0.3,0,0.6,3.24,83,37,5.9,180,EA Sports,856,E,1,HIGH,3
Gran Turismo 6,1733,PS3,14,2013,Racing,5,Sony Computer Entertainment,34,0.72,1.67,0.4,0.44,3.23,81,81,7.7,758,Polyphony Digital,550,E,1,HIGH,3
Halo: The Master Chief Collection,1331,XOne,5,2014,Shooter,3,Microsoft Game Studios,14,1.91,1,0.03,0.29,3.23,85,69,7.2,1267,343 Industries,919,M,2,HIGH,3
Super Mario Maker,1645,WiiU,9,2015,Platform,6,Nintendo,156,1.18,0.89,0.94,0.2,3.21,88,85,8.7,691,Nintendo,1264,E,1,HIGH,3
God of War: Chains of Olympus,3498,PSP,1,2008,Action,1,Sony Computer Entertainment,34,1.48,1,0.04,0.66,3.18,91,79,8.6,565,Ready at Dawn,596,M,2,HIGH,3
Enter the Matrix,3269,PS2,13,2003,Action,1,Atari,229,1.78,1.12,0.09,0.19,3.18,62,30,8.1,137,Shiny Entertainment,133,T,0,HIGH,3
Crisis Core: Final Fantasy VII,3013,PSP,1,2007,Role-Playing,4,Square Enix,127,1.35,0.59,0.8,0.43,3.18,83,67,8,463,Square Enix,921,T,0,HIGH,3
Dance Central,2088,X360,15,2010,Misc,7,MTV Games,89,2.15,0.76,0.01,0.26,3.17,82,63,7.6,85,Harmonix Music Systems,1009,T,0,HIGH,3
L.A. Noire,2625,PS3,14,2011,Adventure,11,Take Two Interactive,21,1.27,1.29,0.12,0.49,3.17,89,78,7.7,1010,Team Bondi,1200,M,2,HIGH,3
Ace Combat 04: Shattered Skies,4248,PS2,13,2001,Simulation,9,Sony Computer Entertainment Europe,153,2.06,0.56,0.38,0.17,3.17,89,22,9.1,95,Namco,1098,E,1,HIGH,3
Animal Crossing,2939,GC,4,2001,Simulation,9,Nintendo,156,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137,Nintendo,1264,E,1,HIGH,3
FIFA Soccer 08,299,PS2,13,2007,Sports,2,Electronic Arts,126,0.68,0,0,2.46,3.14,83,12,6.5,36,EA Canada,538,E,1,HIGH,3
Spider-Man,338,PS,8,2000,Action,1,Activision,176,1.7,1.25,0.02,0.16,3.13,87,19,9,107,Neversoft Entertainment,641,E,1,HIGH,3
Mario Party 9,679,Wii,7,2012,Misc,7,Nintendo,156,1.06,1.09,0.76,0.22,3.13,73,45,6.8,155,Nd Cube,510,E,1,HIGH,3
Sonic Rush,3049,DS,11,2005,Platform,6,Sega,147,1.21,1.56,0.06,0.29,3.12,82,43,8.5,101,Dimps Corporation Sonic Team,654,E,1,HIGH,3
Rhythm Heaven,1115,DS,11,2008,Misc,7,Nintendo,156,0.55,0.5,1.93,0.13,3.11,83,48,9,63,Nintendo,1264,E,1,HIGH,3
Fallout: New Vegas,3620,PS3,14,2010,Role-Playing,4,Bethesda Softworks,189,1.52,1.03,0.1,0.46,3.11,82,57,7.8,492,Obsidian Entertainment,693,M,2,HIGH,3
